id|folder|signer|sentence|zh_sentence|zh_gloss
Jerry_I_can_help_you_020|Jerry_I_can_help_you_020/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_021|Jerry_I_can_help_you_021/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_022|Jerry_I_can_help_you_022/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_023|Jerry_I_can_help_you_023/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_024|Jerry_I_can_help_you_024/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_025|Jerry_I_can_help_you_025/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_026|Jerry_I_can_help_you_026/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_027|Jerry_I_can_help_you_027/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_028|Jerry_I_can_help_you_028/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_029|Jerry_I_can_help_you_029/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_030|Jerry_I_can_help_you_030/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_031|Jerry_I_can_help_you_031/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_032|Jerry_I_can_help_you_032/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_033|Jerry_I_can_help_you_033/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_034|Jerry_I_can_help_you_034/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Jerry_I_can_help_you_035|Jerry_I_can_help_you_035/1/*.png|Jerry|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_001|Leo_I_can_help_you_001/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_002|Leo_I_can_help_you_002/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_003|Leo_I_can_help_you_003/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_004|Leo_I_can_help_you_004/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_005|Leo_I_can_help_you_005/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_006|Leo_I_can_help_you_006/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_007|Leo_I_can_help_you_007/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_008|Leo_I_can_help_you_008/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_009|Leo_I_can_help_you_009/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_010|Leo_I_can_help_you_010/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_011|Leo_I_can_help_you_011/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_012|Leo_I_can_help_you_012/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_013|Leo_I_can_help_you_013/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_014|Leo_I_can_help_you_014/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_015|Leo_I_can_help_you_015/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_016|Leo_I_can_help_you_016/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_017|Leo_I_can_help_you_017/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_018|Leo_I_can_help_you_018/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_019|Leo_I_can_help_you_019/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_020|Leo_I_can_help_you_020/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_021|Leo_I_can_help_you_021/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_022|Leo_I_can_help_you_022/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_023|Leo_I_can_help_you_023/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_024|Leo_I_can_help_you_024/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_025|Leo_I_can_help_you_025/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_026|Leo_I_can_help_you_026/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_027|Leo_I_can_help_you_027/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_028|Leo_I_can_help_you_028/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_029|Leo_I_can_help_you_029/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_030|Leo_I_can_help_you_030/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_031|Leo_I_can_help_you_031/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_032|Leo_I_can_help_you_032/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_033|Leo_I_can_help_you_033/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_034|Leo_I_can_help_you_034/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Leo_I_can_help_you_035|Leo_I_can_help_you_035/1/*.png|Leo|I can help you|我可以幫助你|我 幫忙 可以
Alex_I_can_t_hear_001|Alex_I_can_t_hear_001/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_002|Alex_I_can_t_hear_002/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_003|Alex_I_can_t_hear_003/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_004|Alex_I_can_t_hear_004/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_005|Alex_I_can_t_hear_005/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_006|Alex_I_can_t_hear_006/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_007|Alex_I_can_t_hear_007/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_008|Alex_I_can_t_hear_008/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_009|Alex_I_can_t_hear_009/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_010|Alex_I_can_t_hear_010/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_011|Alex_I_can_t_hear_011/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_012|Alex_I_can_t_hear_012/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_013|Alex_I_can_t_hear_013/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_014|Alex_I_can_t_hear_014/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_015|Alex_I_can_t_hear_015/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_016|Alex_I_can_t_hear_016/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_017|Alex_I_can_t_hear_017/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_018|Alex_I_can_t_hear_018/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_019|Alex_I_can_t_hear_019/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_020|Alex_I_can_t_hear_020/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_021|Alex_I_can_t_hear_021/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_022|Alex_I_can_t_hear_022/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_023|Alex_I_can_t_hear_023/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_024|Alex_I_can_t_hear_024/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_025|Alex_I_can_t_hear_025/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_026|Alex_I_can_t_hear_026/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_027|Alex_I_can_t_hear_027/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_028|Alex_I_can_t_hear_028/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_029|Alex_I_can_t_hear_029/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_030|Alex_I_can_t_hear_030/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_031|Alex_I_can_t_hear_031/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_032|Alex_I_can_t_hear_032/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_033|Alex_I_can_t_hear_033/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_034|Alex_I_can_t_hear_034/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Alex_I_can_t_hear_035|Alex_I_can_t_hear_035/1/*.png|Alex|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_001|Auther_I_can_t_hear_001/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_002|Auther_I_can_t_hear_002/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_003|Auther_I_can_t_hear_003/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_004|Auther_I_can_t_hear_004/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_005|Auther_I_can_t_hear_005/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_006|Auther_I_can_t_hear_006/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_007|Auther_I_can_t_hear_007/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_008|Auther_I_can_t_hear_008/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_009|Auther_I_can_t_hear_009/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_010|Auther_I_can_t_hear_010/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_011|Auther_I_can_t_hear_011/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_012|Auther_I_can_t_hear_012/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_013|Auther_I_can_t_hear_013/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_014|Auther_I_can_t_hear_014/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_015|Auther_I_can_t_hear_015/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_016|Auther_I_can_t_hear_016/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_017|Auther_I_can_t_hear_017/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_018|Auther_I_can_t_hear_018/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_019|Auther_I_can_t_hear_019/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_020|Auther_I_can_t_hear_020/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_021|Auther_I_can_t_hear_021/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_022|Auther_I_can_t_hear_022/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_023|Auther_I_can_t_hear_023/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_024|Auther_I_can_t_hear_024/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_025|Auther_I_can_t_hear_025/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_026|Auther_I_can_t_hear_026/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_027|Auther_I_can_t_hear_027/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_028|Auther_I_can_t_hear_028/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_029|Auther_I_can_t_hear_029/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_030|Auther_I_can_t_hear_030/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_031|Auther_I_can_t_hear_031/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_032|Auther_I_can_t_hear_032/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_033|Auther_I_can_t_hear_033/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_034|Auther_I_can_t_hear_034/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
Auther_I_can_t_hear_035|Auther_I_can_t_hear_035/1/*.png|Auther|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_001|David_I_can_t_hear_001/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_002|David_I_can_t_hear_002/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_003|David_I_can_t_hear_003/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_004|David_I_can_t_hear_004/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_005|David_I_can_t_hear_005/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_006|David_I_can_t_hear_006/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_007|David_I_can_t_hear_007/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_008|David_I_can_t_hear_008/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_009|David_I_can_t_hear_009/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_010|David_I_can_t_hear_010/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_011|David_I_can_t_hear_011/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_012|David_I_can_t_hear_012/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_013|David_I_can_t_hear_013/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_014|David_I_can_t_hear_014/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_015|David_I_can_t_hear_015/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_016|David_I_can_t_hear_016/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_017|David_I_can_t_hear_017/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_018|David_I_can_t_hear_018/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_019|David_I_can_t_hear_019/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_020|David_I_can_t_hear_020/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_021|David_I_can_t_hear_021/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_022|David_I_can_t_hear_022/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_023|David_I_can_t_hear_023/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_024|David_I_can_t_hear_024/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_025|David_I_can_t_hear_025/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_026|David_I_can_t_hear_026/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_027|David_I_can_t_hear_027/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_028|David_I_can_t_hear_028/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_029|David_I_can_t_hear_029/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_030|David_I_can_t_hear_030/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_031|David_I_can_t_hear_031/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_032|David_I_can_t_hear_032/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_033|David_I_can_t_hear_033/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_034|David_I_can_t_hear_034/1/*.png|David|I can't hear|我聽不到|我 聽不到
David_I_can_t_hear_035|David_I_can_t_hear_035/1/*.png|David|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_001|Jerry_I_can_t_hear_001/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_002|Jerry_I_can_t_hear_002/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_003|Jerry_I_can_t_hear_003/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_004|Jerry_I_can_t_hear_004/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_005|Jerry_I_can_t_hear_005/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_006|Jerry_I_can_t_hear_006/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_007|Jerry_I_can_t_hear_007/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_008|Jerry_I_can_t_hear_008/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_009|Jerry_I_can_t_hear_009/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_010|Jerry_I_can_t_hear_010/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_011|Jerry_I_can_t_hear_011/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_012|Jerry_I_can_t_hear_012/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_013|Jerry_I_can_t_hear_013/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_014|Jerry_I_can_t_hear_014/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_015|Jerry_I_can_t_hear_015/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_016|Jerry_I_can_t_hear_016/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_017|Jerry_I_can_t_hear_017/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_018|Jerry_I_can_t_hear_018/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_019|Jerry_I_can_t_hear_019/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_020|Jerry_I_can_t_hear_020/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_021|Jerry_I_can_t_hear_021/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_022|Jerry_I_can_t_hear_022/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_023|Jerry_I_can_t_hear_023/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_024|Jerry_I_can_t_hear_024/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_025|Jerry_I_can_t_hear_025/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_026|Jerry_I_can_t_hear_026/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_027|Jerry_I_can_t_hear_027/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_028|Jerry_I_can_t_hear_028/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_029|Jerry_I_can_t_hear_029/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_030|Jerry_I_can_t_hear_030/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_031|Jerry_I_can_t_hear_031/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_032|Jerry_I_can_t_hear_032/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_033|Jerry_I_can_t_hear_033/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_034|Jerry_I_can_t_hear_034/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Jerry_I_can_t_hear_035|Jerry_I_can_t_hear_035/1/*.png|Jerry|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_001|Leo_I_can_t_hear_001/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_002|Leo_I_can_t_hear_002/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_003|Leo_I_can_t_hear_003/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_004|Leo_I_can_t_hear_004/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_005|Leo_I_can_t_hear_005/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_006|Leo_I_can_t_hear_006/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_007|Leo_I_can_t_hear_007/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_008|Leo_I_can_t_hear_008/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_009|Leo_I_can_t_hear_009/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_010|Leo_I_can_t_hear_010/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_011|Leo_I_can_t_hear_011/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_012|Leo_I_can_t_hear_012/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_013|Leo_I_can_t_hear_013/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_014|Leo_I_can_t_hear_014/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_015|Leo_I_can_t_hear_015/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_016|Leo_I_can_t_hear_016/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_017|Leo_I_can_t_hear_017/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_018|Leo_I_can_t_hear_018/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_019|Leo_I_can_t_hear_019/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_020|Leo_I_can_t_hear_020/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_021|Leo_I_can_t_hear_021/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_022|Leo_I_can_t_hear_022/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_023|Leo_I_can_t_hear_023/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_024|Leo_I_can_t_hear_024/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_025|Leo_I_can_t_hear_025/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_026|Leo_I_can_t_hear_026/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_027|Leo_I_can_t_hear_027/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_028|Leo_I_can_t_hear_028/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_029|Leo_I_can_t_hear_029/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_030|Leo_I_can_t_hear_030/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_031|Leo_I_can_t_hear_031/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_032|Leo_I_can_t_hear_032/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_033|Leo_I_can_t_hear_033/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_034|Leo_I_can_t_hear_034/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Leo_I_can_t_hear_035|Leo_I_can_t_hear_035/1/*.png|Leo|I can't hear|我聽不到|我 聽不到
Alex_I_don_t_have_a_job_001|Alex_I_don_t_have_a_job_001/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_002|Alex_I_don_t_have_a_job_002/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_003|Alex_I_don_t_have_a_job_003/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_004|Alex_I_don_t_have_a_job_004/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_005|Alex_I_don_t_have_a_job_005/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_006|Alex_I_don_t_have_a_job_006/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_007|Alex_I_don_t_have_a_job_007/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
Alex_I_don_t_have_a_job_008|Alex_I_don_t_have_a_job_008/1/*.png|Alex|I don't have a job|我沒有工作|我 工作 沒有
